post_id,date,text,sentiment_score,emotion,distress_score,risk_level,clean_text
P00971,2025-04-19,"I can't take this no way out anymore, it's pain and I want to give up.",-0.9841281173135056,Fear,0.7692383961779595,High Risk,i cant take this no way out anymore its pain and i want to give up
P09763,2025-04-19,"I can't take this suffering anymore, it's depressed and I want to hurt myself.",-0.7898087291861196,Sadness,0.7282132538503316,High Risk,i cant take this suffering anymore its depressed and i want to hurt myself
P05470,2025-04-19,I am anxious and heavy lately.,-0.0474720356979154,Sadness,0.5982251664739895,Medium Risk,i am anxious and heavy lately
P07183,2025-04-20,Very working and friends.,0.6801221184588917,Happiness,0.3324015169511398,Low Risk,very working and friends
P03926,2025-04-20,Everything is no way out and I feel pointless.,-0.6687515634078608,Fear,0.8358359910086026,High Risk,everything is no way out and i feel pointless
P08482,2025-04-20,"I can't take this end it all anymore, it's suffering and I want to pain.",-0.969076446399502,Fear,0.7151736055500212,High Risk,i cant take this end it all anymore its suffering and i want to pain
P08745,2025-04-21,I am stressed and heavy lately.,-0.3579613590925271,Disgust,0.5667056628371852,Medium Risk,i am stressed and heavy lately
P01767,2025-04-21,Very dinner and working.,0.9747353044003264,Happiness,0.1832819221008864,Low Risk,very dinner and working
P05333,2025-04-21,Everything is depressed and I feel end it all.,-0.5724944954981342,Fear,0.8286787177050752,High Risk,everything is depressed and i feel end it all
P03836,2025-04-21,Very sunny and friends.,0.9821341741592484,Surprise,0.3578670497256054,Low Risk,very sunny and friends
P05337,2025-04-21,I am sad and lonely lately.,-0.267605905603404,Anger,0.587813341139715,Medium Risk,i am sad and lonely lately
P06006,2025-04-21,Very dinner and going out.,0.8758628999636653,Neutral,0.1698854706706878,Low Risk,very dinner and going out
P00995,2025-04-21,"I can't take this no way out anymore, it's suffering and I want to worthless.",-0.7386199292190652,Sadness,0.9224924355508126,High Risk,i cant take this no way out anymore its suffering and i want to worthless
P08437,2025-04-21,I am anxious and stressed lately.,-0.0305506068680703,Disgust,0.5976528699896505,Medium Risk,i am anxious and stressed lately
P01141,2025-04-21,"I can't take this suffering anymore, it's hopeless and I want to hurt myself.",-0.6843123369758746,Sadness,0.9018541400465634,High Risk,i cant take this suffering anymore its hopeless and i want to hurt myself
P08570,2025-04-22,Everything is give up and I feel hopeless.,-0.6391652371497201,Sadness,0.9539918895317212,High Risk,everything is give up and i feel hopeless
P04432,2025-04-22,"I can't take this end it all anymore, it's give up and I want to pointless.",-0.5321370754707929,Sadness,0.9315967210764072,High Risk,i cant take this end it all anymore its give up and i want to pointless
P01756,2025-04-23,I am stressed and sad lately.,0.1533891889164182,Sadness,0.5685844329979718,Medium Risk,i am stressed and sad lately
P07562,2025-04-23,I am lonely and tired lately.,-0.2876491997844226,Sadness,0.4333077844635067,Medium Risk,i am lonely and tired lately
P08229,2025-04-23,"I can't take this hopeless anymore, it's suffering and I want to hurt myself.",-0.571628758796371,Sadness,0.9152526857247938,High Risk,i cant take this hopeless anymore its suffering and i want to hurt myself
P09648,2025-04-24,Very good and going out.,0.3444190625822363,Surprise,0.1956410327018669,Low Risk,very good and going out
P01558,2025-04-24,I am sad and dark lately.,-0.4600339634644394,Sadness,0.4375753693288624,Medium Risk,i am sad and dark lately
P03859,2025-04-25,I am heavy and dark lately.,-0.2109329727297588,Fear,0.5398570690466602,Medium Risk,i am heavy and dark lately
P08738,2025-04-25,"I can't take this pain anymore, it's pointless and I want to depressed.",-0.8519715442842392,Fear,0.8963984885684148,High Risk,i cant take this pain anymore its pointless and i want to depressed
P06837,2025-04-25,Everything is worthless and I feel hopeless.,-0.9212921577871332,Fear,0.8558767835002771,High Risk,everything is worthless and i feel hopeless
P08209,2025-04-26,I am anxious and struggling lately.,0.0202763349788154,Sadness,0.5930263195892763,Medium Risk,i am anxious and struggling lately
P07260,2025-04-26,I am lonely and stressed lately.,-0.0464838785413881,Disgust,0.4829583277345558,Medium Risk,i am lonely and stressed lately
P03884,2025-04-26,I am anxious and tired lately.,-0.1183349971720979,Anger,0.6232497287444827,Medium Risk,i am anxious and tired lately
P04189,2025-04-27,Everything is end it all and I feel depressed.,-0.6588472685664695,Fear,0.9795365629153524,High Risk,everything is end it all and i feel depressed
P07364,2025-04-27,"I can't take this suffering anymore, it's pain and I want to worthless.",-0.701777205246068,Fear,0.8774036147127205,High Risk,i cant take this suffering anymore its pain and i want to worthless
P02387,2025-04-29,I am sad and stressed lately.,-0.4258590172598585,Fear,0.5390643517776765,Medium Risk,i am sad and stressed lately
P04517,2025-04-29,Everything is depressed and I feel give up.,-0.8820495666508559,Sadness,0.907922533891146,High Risk,everything is depressed and i feel give up
P05594,2025-04-29,"I can't take this pain anymore, it's worthless and I want to give up.",-0.8741206006056232,Sadness,0.9951523515007648,High Risk,i cant take this pain anymore its worthless and i want to give up
P09524,2025-04-30,"I can't take this end it all anymore, it's pointless and I want to no way out.",-0.8602649939802849,Fear,0.740140420450424,High Risk,i cant take this end it all anymore its pointless and i want to no way out
P05091,2025-04-30,"I can't take this give up anymore, it's pointless and I want to depressed.",-0.8431165118557808,Sadness,0.9337293819379512,High Risk,i cant take this give up anymore its pointless and i want to depressed
P06812,2025-04-30,I am tired and sad lately.,0.0273381545234383,Disgust,0.6824892758500066,Medium Risk,i am tired and sad lately
P05657,2025-04-30,I am dark and sad lately.,-0.1836573473161363,Sadness,0.4971172692960725,Medium Risk,i am dark and sad lately
P04954,2025-04-30,Everything is hurt myself and I feel no way out.,-0.5400616361623796,Sadness,0.7701603230912129,High Risk,everything is hurt myself and i feel no way out
P06934,2025-05-01,I am overwhelmed and stressed lately.,-0.2881001579487875,Sadness,0.401347974048676,Medium Risk,i am overwhelmed and stressed lately
P08489,2025-05-02,"I can't take this hurt myself anymore, it's pointless and I want to suffering.",-0.9002386795493854,Fear,0.723973876174777,High Risk,i cant take this hurt myself anymore its pointless and i want to suffering
P05835,2025-05-02,I am feeling so end it all. I just want to end it all.,-0.5491403306011546,Sadness,0.722427354016534,High Risk,i am feeling so end it all i just want to end it all
P09914,2025-05-03,Very friends and good.,0.412830898627736,Surprise,0.3067435021280917,Low Risk,very friends and good
P06752,2025-05-03,Everything is suffering and I feel pointless.,-0.7348821536370544,Sadness,0.7950115571041236,High Risk,everything is suffering and i feel pointless
P02485,2025-05-03,I am lonely and overwhelmed lately.,0.0578634289026573,Disgust,0.6680603750495311,Medium Risk,i am lonely and overwhelmed lately
P03085,2025-05-05,Everything is hurt myself and I feel pain.,-0.5035682831982238,Fear,0.9624968485073264,High Risk,everything is hurt myself and i feel pain
P04912,2025-05-06,"I can't take this give up anymore, it's suffering and I want to hopeless.",-0.6867483463669518,Sadness,0.9882225465186008,High Risk,i cant take this give up anymore its suffering and i want to hopeless
P06482,2025-05-06,Very good and okay.,0.8564978034265229,Surprise,0.1579212800018664,Low Risk,very good and okay
P01295,2025-05-07,"I can't take this suffering anymore, it's end it all and I want to no way out.",-0.902732483415758,Sadness,0.9509326577409608,High Risk,i cant take this suffering anymore its end it all and i want to no way out
P02284,2025-05-07,Very dinner and movie.,0.9184990677703032,Happiness,0.1467992589072883,Low Risk,very dinner and movie
P09821,2025-05-09,Everything is pointless and I feel no way out.,-0.5304334664926309,Sadness,0.7586306075173804,High Risk,everything is pointless and i feel no way out
P05716,2025-05-09,"I can't take this give up anymore, it's worthless and I want to end it all.",-0.7701342676848519,Fear,0.8492309960569049,High Risk,i cant take this give up anymore its worthless and i want to end it all
P00554,2025-05-10,Everything is no way out and I feel worthless.,-0.9713598744611884,Fear,0.8830675448432923,High Risk,everything is no way out and i feel worthless
P03359,2025-05-11,"I can't take this give up anymore, it's depressed and I want to pain.",-0.6178897580788457,Fear,0.8758716016089683,High Risk,i cant take this give up anymore its depressed and i want to pain
P04582,2025-05-11,I am dark and struggling lately.,0.016435859176467,Anger,0.5531126219886586,Medium Risk,i am dark and struggling lately
P01110,2025-05-11,"I can't take this hopeless anymore, it's no way out and I want to worthless.",-0.903375292382916,Fear,0.8012362836892687,High Risk,i cant take this hopeless anymore its no way out and i want to worthless
P01554,2025-05-11,"I can't take this worthless anymore, it's no way out and I want to pointless.",-0.7865526360883487,Fear,0.935281389792015,High Risk,i cant take this worthless anymore its no way out and i want to pointless
P08551,2025-05-12,"I can't take this hopeless anymore, it's hurt myself and I want to worthless.",-0.9046891222225916,Sadness,0.816778089199314,High Risk,i cant take this hopeless anymore its hurt myself and i want to worthless
P02432,2025-05-12,Everything is pointless and I feel hurt myself.,-0.7417267448053688,Fear,0.8852388243739664,High Risk,everything is pointless and i feel hurt myself
P07030,2025-05-12,Everything is worthless and I feel suffering.,-0.9382785233057296,Sadness,0.7477191521854549,High Risk,everything is worthless and i feel suffering
P02670,2025-05-13,"I can't take this give up anymore, it's pain and I want to pointless.",-0.613751076951843,Sadness,0.7683529564229501,High Risk,i cant take this give up anymore its pain and i want to pointless
P02914,2025-05-14,Everything is pain and I feel hopeless.,-0.5314437530392639,Fear,0.8600815303366929,High Risk,everything is pain and i feel hopeless
P02451,2025-05-14,"I can't take this pointless anymore, it's pain and I want to no way out.",-0.9817398103093132,Fear,0.8963863580546388,High Risk,i cant take this pointless anymore its pain and i want to no way out
P00488,2025-05-15,I am sad and struggling lately.,0.1831116284370376,Anger,0.4193850039532258,Medium Risk,i am sad and struggling lately
P05650,2025-05-16,Everything is depressed and I feel no way out.,-0.8297246442804543,Sadness,0.7101190322373157,High Risk,everything is depressed and i feel no way out
P04927,2025-05-17,"I can't take this give up anymore, it's hurt myself and I want to pain.",-0.6222114023580635,Sadness,0.8974277682819003,High Risk,i cant take this give up anymore its hurt myself and i want to pain
P08263,2025-05-18,"I can't take this pain anymore, it's end it all and I want to suffering.",-0.5631323485232804,Fear,0.9410541827649695,High Risk,i cant take this pain anymore its end it all and i want to suffering
P03279,2025-05-19,Everything is hurt myself and I feel pointless.,-0.5040014954925744,Sadness,0.8762123200377426,High Risk,everything is hurt myself and i feel pointless
P03104,2025-05-19,"I can't take this worthless anymore, it's pain and I want to hopeless.",-0.6870334815756465,Fear,0.9529997064675813,High Risk,i cant take this worthless anymore its pain and i want to hopeless
P06962,2025-05-20,"I can't take this depressed anymore, it's worthless and I want to end it all.",-0.5305545002673464,Fear,0.8552026640906814,High Risk,i cant take this depressed anymore its worthless and i want to end it all
P07036,2025-05-20,"I can't take this worthless anymore, it's depressed and I want to give up.",-0.9544663365721144,Fear,0.7141685918996402,High Risk,i cant take this worthless anymore its depressed and i want to give up
P08697,2025-05-21,"I can't take this depressed anymore, it's give up and I want to pain.",-0.974678069862138,Fear,0.9901263729334342,High Risk,i cant take this depressed anymore its give up and i want to pain
P06926,2025-05-22,"I can't take this depressed anymore, it's hurt myself and I want to hopeless.",-0.725058220256124,Sadness,0.7684973988761428,High Risk,i cant take this depressed anymore its hurt myself and i want to hopeless
P07188,2025-05-23,"I can't take this give up anymore, it's pointless and I want to worthless.",-0.8028249135445341,Fear,0.7457083853096195,High Risk,i cant take this give up anymore its pointless and i want to worthless
P06215,2025-05-23,"I can't take this depressed anymore, it's pain and I want to worthless.",-0.5196605810209707,Sadness,0.763941542607713,High Risk,i cant take this depressed anymore its pain and i want to worthless
P00261,2025-05-23,"I can't take this end it all anymore, it's hurt myself and I want to give up.",-0.5428505967197506,Sadness,0.9445163285207372,High Risk,i cant take this end it all anymore its hurt myself and i want to give up
P02570,2025-05-23,Very fun and happy.,0.758908471545565,Surprise,0.0556640043631847,Low Risk,very fun and happy
P05246,2025-05-24,Very okay and sunny.,0.4970286051467635,Neutral,0.2580338014119319,Low Risk,very okay and sunny
P06939,2025-05-24,"I can't take this pain anymore, it's give up and I want to hurt myself.",-0.5816268341237705,Fear,0.8149450009033803,High Risk,i cant take this pain anymore its give up and i want to hurt myself
P09979,2025-05-25,Everything is hurt myself and I feel suffering.,-0.8088377793776242,Sadness,0.7038035131167288,High Risk,everything is hurt myself and i feel suffering
P03425,2025-05-26,"I can't take this hopeless anymore, it's end it all and I want to depressed.",-0.8003023259782246,Fear,0.7024914523369988,High Risk,i cant take this hopeless anymore its end it all and i want to depressed
P08821,2025-05-26,I am heavy and stressed lately.,-0.1612722204560511,Fear,0.6922455806288433,Medium Risk,i am heavy and stressed lately
P06986,2025-05-27,"I can't take this pointless anymore, it's end it all and I want to depressed.",-0.905034166401214,Sadness,0.9864580227806404,High Risk,i cant take this pointless anymore its end it all and i want to depressed
P03833,2025-05-28,"I can't take this hurt myself anymore, it's end it all and I want to no way out.",-0.6291955830283309,Sadness,0.7155733509007188,High Risk,i cant take this hurt myself anymore its end it all and i want to no way out
P09348,2025-05-28,"I can't take this give up anymore, it's suffering and I want to no way out.",-0.5570632413437082,Sadness,0.7420118801344039,High Risk,i cant take this give up anymore its suffering and i want to no way out
P08405,2025-05-29,"I can't take this pointless anymore, it's give up and I want to depressed.",-0.8727227536271406,Sadness,0.781941962681515,High Risk,i cant take this pointless anymore its give up and i want to depressed
P06959,2025-05-30,"I can't take this no way out anymore, it's hurt myself and I want to worthless.",-0.96395046542491,Fear,0.7337011696132121,High Risk,i cant take this no way out anymore its hurt myself and i want to worthless
P01075,2025-05-30,Everything is pain and I feel worthless.,-0.8401739723539687,Sadness,0.8120373835398116,High Risk,everything is pain and i feel worthless
P02243,2025-05-30,Everything is depressed and I feel pointless.,-0.8809573935964412,Fear,0.8347370241790752,High Risk,everything is depressed and i feel pointless
P09295,2025-05-31,"I can't take this no way out anymore, it's give up and I want to hurt myself.",-0.6465402129603863,Fear,0.9387595914307956,High Risk,i cant take this no way out anymore its give up and i want to hurt myself
P09869,2025-06-01,Everything is depressed and I feel hopeless.,-0.6702717606828581,Fear,0.9037751093420534,High Risk,everything is depressed and i feel hopeless
P04643,2025-06-02,Everything is pain and I feel suffering.,-0.53961759293884,Fear,0.8756355090572316,High Risk,everything is pain and i feel suffering
P03378,2025-06-02,"I can't take this depressed anymore, it's end it all and I want to pointless.",-0.935298499700716,Fear,0.9070619995062406,High Risk,i cant take this depressed anymore its end it all and i want to pointless
P06447,2025-06-03,Everything is suffering and I feel no way out.,-0.6329189489818094,Fear,0.849907875571292,High Risk,everything is suffering and i feel no way out
P04725,2025-06-03,Everything is hopeless and I feel end it all.,-0.6680867692887436,Fear,0.8143429945878935,High Risk,everything is hopeless and i feel end it all
P08160,2025-06-03,"I can't take this pointless anymore, it's no way out and I want to worthless.",-0.5833920663092469,Sadness,0.9220518520710136,High Risk,i cant take this pointless anymore its no way out and i want to worthless
P07069,2025-06-03,"I can't take this hopeless anymore, it's pain and I want to give up.",-0.8242623942461067,Fear,0.8122942474851035,High Risk,i cant take this hopeless anymore its pain and i want to give up
P09656,2025-06-03,Everything is suffering and I feel depressed.,-0.6412810566521674,Sadness,0.8735991655293962,High Risk,everything is suffering and i feel depressed
P05584,2025-06-04,"I can't take this depressed anymore, it's hopeless and I want to no way out.",-0.6089341377710719,Sadness,0.7925167638704982,High Risk,i cant take this depressed anymore its hopeless and i want to no way out
P09980,2025-06-06,"I can't take this give up anymore, it's no way out and I want to pain.",-0.6942480284101764,Fear,0.9460004624484484,High Risk,i cant take this give up anymore its no way out and i want to pain
P01811,2025-06-08,Everything is pointless and I feel hopeless.,-0.5726624793078683,Fear,0.953598992706618,High Risk,everything is pointless and i feel hopeless
P09665,2025-06-10,Everything is give up and I feel hurt myself.,-0.8916492167262509,Sadness,0.9291909390300176,High Risk,everything is give up and i feel hurt myself
P03429,2025-06-10,Everything is pain and I feel depressed.,-0.948198065215224,Sadness,0.9647189604299092,High Risk,everything is pain and i feel depressed
P03973,2025-06-11,Everything is hopeless and I feel pointless.,-0.8913767137595598,Fear,0.7547804194246834,High Risk,everything is hopeless and i feel pointless
P03026,2025-06-11,"I can't take this suffering anymore, it's hurt myself and I want to depressed.",-0.8577296948639719,Fear,0.9194823833105572,High Risk,i cant take this suffering anymore its hurt myself and i want to depressed
P05539,2025-06-11,"I can't take this suffering anymore, it's depressed and I want to pain.",-0.712309148195029,Sadness,0.8006883870578192,High Risk,i cant take this suffering anymore its depressed and i want to pain
P02166,2025-06-12,Everything is pain and I feel end it all.,-0.7092875525654565,Sadness,0.7790816319420644,High Risk,everything is pain and i feel end it all
P05447,2025-06-12,"I can't take this hurt myself anymore, it's pointless and I want to no way out.",-0.8145829577030053,Fear,0.7916173514114813,High Risk,i cant take this hurt myself anymore its pointless and i want to no way out
P09492,2025-06-13,"I can't take this depressed anymore, it's pointless and I want to end it all.",-0.7070601606369528,Sadness,0.899439783006819,High Risk,i cant take this depressed anymore its pointless and i want to end it all
P02787,2025-06-15,"I can't take this depressed anymore, it's hopeless and I want to worthless.",-0.9828541608447288,Fear,0.97366888659988,High Risk,i cant take this depressed anymore its hopeless and i want to worthless
P06165,2025-06-16,Everything is worthless and I feel no way out.,-0.7886960603629467,Fear,0.7835755518541196,High Risk,everything is worthless and i feel no way out
P08579,2025-06-16,"I can't take this pain anymore, it's suffering and I want to no way out.",-0.9931121070237868,Sadness,0.714601605414587,High Risk,i cant take this pain anymore its suffering and i want to no way out
P04481,2025-06-17,I am dark and heavy lately.,-0.2361043195526816,Disgust,0.6117797617498191,Medium Risk,i am dark and heavy lately
P08685,2025-06-19,"I can't take this give up anymore, it's suffering and I want to pain.",-0.537880237506299,Fear,0.7335136846307255,High Risk,i cant take this give up anymore its suffering and i want to pain
P01553,2025-06-19,"I can't take this no way out anymore, it's give up and I want to suffering.",-0.967880712071437,Sadness,0.8378030966781869,High Risk,i cant take this no way out anymore its give up and i want to suffering
P03584,2025-06-20,"I can't take this depressed anymore, it's pain and I want to hopeless.",-0.7191638964502212,Fear,0.7502102592179953,High Risk,i cant take this depressed anymore its pain and i want to hopeless
P01474,2025-06-20,"I can't take this pointless anymore, it's give up and I want to end it all.",-0.6082492487060456,Sadness,0.7335803734404367,High Risk,i cant take this pointless anymore its give up and i want to end it all
P01010,2025-06-21,"I can't take this hopeless anymore, it's suffering and I want to pain.",-0.8117348561053508,Sadness,0.7456145702273475,High Risk,i cant take this hopeless anymore its suffering and i want to pain
P03938,2025-06-22,"I can't take this no way out anymore, it's depressed and I want to pain.",-0.7518178137668465,Sadness,0.983466707864486,High Risk,i cant take this no way out anymore its depressed and i want to pain
P02604,2025-06-22,Everything is give up and I feel suffering.,-0.9653023425297288,Fear,0.8593992378019527,High Risk,everything is give up and i feel suffering
P06001,2025-06-22,"I can't take this end it all anymore, it's depressed and I want to suffering.",-0.6447569658552179,Sadness,0.9379038174638096,High Risk,i cant take this end it all anymore its depressed and i want to suffering
P05972,2025-06-22,Everything is no way out and I feel hurt myself.,-0.5839558411595847,Fear,0.8400717315481333,High Risk,everything is no way out and i feel hurt myself
P02373,2025-06-22,"I can't take this give up anymore, it's end it all and I want to pain.",-0.7214762069038829,Sadness,0.8730901931405113,High Risk,i cant take this give up anymore its end it all and i want to pain
P08931,2025-06-23,"I can't take this no way out anymore, it's suffering and I want to hopeless.",-0.7866753897144733,Fear,0.97392663142357,High Risk,i cant take this no way out anymore its suffering and i want to hopeless
P07599,2025-06-24,"I can't take this end it all anymore, it's worthless and I want to depressed.",-0.7573805154848429,Fear,0.7663316828614206,High Risk,i cant take this end it all anymore its worthless and i want to depressed
P04053,2025-06-24,"I can't take this suffering anymore, it's pointless and I want to end it all.",-0.7687330073108498,Fear,0.99712046037466,High Risk,i cant take this suffering anymore its pointless and i want to end it all
P01103,2025-06-25,"I can't take this depressed anymore, it's hurt myself and I want to worthless.",-0.9803040831535904,Sadness,0.7029060648222902,High Risk,i cant take this depressed anymore its hurt myself and i want to worthless
P07229,2025-06-27,"I can't take this pointless anymore, it's pain and I want to hurt myself.",-0.9830633386660884,Fear,0.9522845559414465,High Risk,i cant take this pointless anymore its pain and i want to hurt myself
P03679,2025-06-30,Everything is suffering and I feel give up.,-0.7838261308309342,Fear,0.9179414630487496,High Risk,everything is suffering and i feel give up
P07982,2025-06-30,Everything is pointless and I feel pain.,-0.9381816163309932,Fear,0.7240088290515099,High Risk,everything is pointless and i feel pain
P04555,2025-06-30,"I can't take this pain anymore, it's hurt myself and I want to worthless.",-0.8743129963547931,Sadness,0.9534848420698308,High Risk,i cant take this pain anymore its hurt myself and i want to worthless
P05836,2025-07-01,"I can't take this pointless anymore, it's give up and I want to no way out.",-0.9217246625360722,Sadness,0.7767104321695706,High Risk,i cant take this pointless anymore its give up and i want to no way out
P09903,2025-07-02,"I can't take this pointless anymore, it's hopeless and I want to depressed.",-0.7039014166873554,Fear,0.8799114153058477,High Risk,i cant take this pointless anymore its hopeless and i want to depressed
P01598,2025-07-02,"I can't take this suffering anymore, it's no way out and I want to depressed.",-0.7664910667391291,Sadness,0.99568022018584,High Risk,i cant take this suffering anymore its no way out and i want to depressed
P00770,2025-07-02,Everything is pointless and I feel give up.,-0.7921789066570472,Fear,0.8588979171836859,High Risk,everything is pointless and i feel give up
P01284,2025-07-04,Everything is hurt myself and I feel give up.,-0.7000160708694669,Sadness,0.9626465951187688,High Risk,everything is hurt myself and i feel give up
P08273,2025-07-04,"I can't take this suffering anymore, it's hurt myself and I want to no way out.",-0.5297633184692809,Fear,0.7091309607211926,High Risk,i cant take this suffering anymore its hurt myself and i want to no way out
P05162,2025-07-05,"I can't take this depressed anymore, it's end it all and I want to pain.",-0.7666770996243122,Sadness,0.7709451957768262,High Risk,i cant take this depressed anymore its end it all and i want to pain
P08406,2025-07-05,"I can't take this hopeless anymore, it's end it all and I want to suffering.",-0.966781418746985,Fear,0.8447549186931788,High Risk,i cant take this hopeless anymore its end it all and i want to suffering
P01808,2025-07-05,Everything is hurt myself and I feel depressed.,-0.9576169227868334,Sadness,0.786030063267365,High Risk,everything is hurt myself and i feel depressed
P01069,2025-07-09,"I can't take this no way out anymore, it's pointless and I want to pain.",-0.789619399117037,Fear,0.7097977182353488,High Risk,i cant take this no way out anymore its pointless and i want to pain
P05403,2025-07-09,"I can't take this no way out anymore, it's pointless and I want to worthless.",-0.8246295505585947,Sadness,0.7725504984863396,High Risk,i cant take this no way out anymore its pointless and i want to worthless
P04119,2025-07-10,Everything is end it all and I feel worthless.,-0.7389523815426056,Fear,0.947384721788734,High Risk,everything is end it all and i feel worthless
P02869,2025-07-11,"I can't take this give up anymore, it's depressed and I want to pointless.",-0.9001358599443817,Sadness,0.7178876573161806,High Risk,i cant take this give up anymore its depressed and i want to pointless
P09663,2025-07-15,"I can't take this end it all anymore, it's give up and I want to hurt myself.",-0.95211843694368,Fear,0.9128218122521669,High Risk,i cant take this end it all anymore its give up and i want to hurt myself
P09804,2025-07-16,"I can't take this give up anymore, it's suffering and I want to end it all.",-0.9627646005657322,Sadness,0.8943027457292647,High Risk,i cant take this give up anymore its suffering and i want to end it all
P03518,2025-07-16,"I can't take this suffering anymore, it's give up and I want to depressed.",-0.5290624749263737,Fear,0.7700737249365599,High Risk,i cant take this suffering anymore its give up and i want to depressed
P05640,2025-07-16,Everything is worthless and I feel depressed.,-0.5781537982809666,Sadness,0.9964708089564496,High Risk,everything is worthless and i feel depressed
P09629,2025-07-16,"I can't take this pain anymore, it's hurt myself and I want to depressed.",-0.6464080363437712,Fear,0.938164925264114,High Risk,i cant take this pain anymore its hurt myself and i want to depressed
P02399,2025-07-16,"I can't take this worthless anymore, it's give up and I want to no way out.",-0.6977555088707703,Sadness,0.8036383454404806,High Risk,i cant take this worthless anymore its give up and i want to no way out
P05205,2025-07-17,"I can't take this pointless anymore, it's hopeless and I want to give up.",-0.5500759969964493,Sadness,0.8347293176447478,High Risk,i cant take this pointless anymore its hopeless and i want to give up
P02182,2025-07-20,Everything is pain and I feel no way out.,-0.5436063073067373,Sadness,0.7909658640155773,High Risk,everything is pain and i feel no way out
P05567,2025-07-20,Everything is worthless and I feel pain.,-0.8609230415819328,Fear,0.9128133790929668,High Risk,everything is worthless and i feel pain
P06661,2025-07-22,"I can't take this end it all anymore, it's suffering and I want to no way out.",-0.7782454491099428,Fear,0.8815434356335881,High Risk,i cant take this end it all anymore its suffering and i want to no way out
P05496,2025-07-23,Everything is suffering and I feel end it all.,-0.5533285235979042,Sadness,0.9325999679767638,High Risk,everything is suffering and i feel end it all
P06308,2025-07-27,"I can't take this depressed anymore, it's end it all and I want to give up.",-0.9600502995240532,Sadness,0.982952215347572,High Risk,i cant take this depressed anymore its end it all and i want to give up
P01417,2025-07-29,"I can't take this pain anymore, it's suffering and I want to pointless.",-0.7810500564285439,Sadness,0.7752670949602314,High Risk,i cant take this pain anymore its suffering and i want to pointless
P01675,2025-08-02,"I can't take this end it all anymore, it's give up and I want to depressed.",-0.8686522614990324,Sadness,0.8342508669098524,High Risk,i cant take this end it all anymore its give up and i want to depressed
P02313,2025-08-05,"I can't take this suffering anymore, it's give up and I want to pain.",-0.9140631487303764,Sadness,0.8484948384137383,High Risk,i cant take this suffering anymore its give up and i want to pain
P05010,2025-08-05,"I can't take this hopeless anymore, it's pain and I want to depressed.",-0.7585825492991534,Sadness,0.9103201549329633,High Risk,i cant take this hopeless anymore its pain and i want to depressed
P01304,2025-08-05,"I can't take this worthless anymore, it's end it all and I want to pain.",-0.7278713314923746,Sadness,0.7168486029709938,High Risk,i cant take this worthless anymore its end it all and i want to pain
P08872,2025-08-06,"I can't take this worthless anymore, it's suffering and I want to end it all.",-0.6982122682292253,Sadness,0.7297230812033881,High Risk,i cant take this worthless anymore its suffering and i want to end it all
P01158,2025-08-06,"I can't take this suffering anymore, it's pointless and I want to pain.",-0.7255635992287002,Fear,0.8998803584437115,High Risk,i cant take this suffering anymore its pointless and i want to pain
P00811,2025-08-07,"I can't take this give up anymore, it's worthless and I want to depressed.",-0.6353276029560018,Fear,0.7930253615028264,High Risk,i cant take this give up anymore its worthless and i want to depressed
P06732,2025-08-08,"I can't take this worthless anymore, it's hopeless and I want to give up.",-0.9228996143953394,Fear,0.7582089844718812,High Risk,i cant take this worthless anymore its hopeless and i want to give up
P00006,2025-08-08,"I can't take this no way out anymore, it's hurt myself and I want to give up.",-0.5131222405792704,Sadness,0.8368209952651108,High Risk,i cant take this no way out anymore its hurt myself and i want to give up
P09235,2025-08-09,Everything is end it all and I feel pointless.,-0.7459596128882103,Sadness,0.8779310949511573,High Risk,everything is end it all and i feel pointless
P07293,2025-08-09,"I can't take this no way out anymore, it's worthless and I want to pointless.",-0.5571363958815218,Fear,0.7661108706545694,High Risk,i cant take this no way out anymore its worthless and i want to pointless
P04504,2025-08-09,"I can't take this worthless anymore, it's hurt myself and I want to no way out.",-0.5317767885941214,Sadness,0.7692889012901873,High Risk,i cant take this worthless anymore its hurt myself and i want to no way out
P06827,2025-08-10,Everything is no way out and I feel give up.,-0.8645391943449736,Fear,0.8986881742797916,High Risk,everything is no way out and i feel give up
P09512,2025-08-11,"I can't take this hurt myself anymore, it's worthless and I want to end it all.",-0.7377476551397105,Sadness,0.8228302806856806,High Risk,i cant take this hurt myself anymore its worthless and i want to end it all
P08073,2025-08-11,"I can't take this pointless anymore, it's suffering and I want to depressed.",-0.5712208016759084,Sadness,0.7118652188008765,High Risk,i cant take this pointless anymore its suffering and i want to depressed
P00571,2025-08-12,"I can't take this hopeless anymore, it's give up and I want to depressed.",-0.7708496792356718,Sadness,0.8285891640911427,High Risk,i cant take this hopeless anymore its give up and i want to depressed
P00851,2025-08-12,"I can't take this suffering anymore, it's depressed and I want to end it all.",-0.9622081930729663,Fear,0.7205002314536813,High Risk,i cant take this suffering anymore its depressed and i want to end it all
P02124,2025-08-13,Everything is give up and I feel end it all.,-0.7749878802360988,Fear,0.7138785752019999,High Risk,everything is give up and i feel end it all
P03744,2025-08-13,"I can't take this no way out anymore, it's hopeless and I want to depressed.",-0.6330649563935793,Sadness,0.8973335221714536,High Risk,i cant take this no way out anymore its hopeless and i want to depressed
P05342,2025-08-13,Everything is no way out and I feel pain.,-0.5123494100500239,Sadness,0.8576784969485121,High Risk,everything is no way out and i feel pain
