post_id,date,text,sentiment_score,emotion,distress_score,risk_level
P04600,2025-04-18,I am struggling and stressed lately.,-0.13337431615702894,Fear,0.5149115051254786,Medium Risk
P08923,2025-04-18,Very friends and movie.,0.4404018404270811,Happiness,0.023091183520932868,Low Risk
P04444,2025-04-18,Feeling okay today.,0.514784440470901,Surprise,0.3290976124157975,Low Risk
P04624,2025-04-18,I am struggling and heavy lately.,-0.13965650459968248,Sadness,0.4427930312069529,Medium Risk
P06988,2025-04-18,Very going out and okay.,0.8752375722942916,Neutral,0.17509575944705436,Low Risk
P04637,2025-04-18,Today was really lonely.,-0.32936135484209084,Fear,0.6517040809479405,Medium Risk
P03050,2025-04-18,Very friends and happy.,0.3270063320896667,Surprise,0.17925147978606382,Low Risk
P05770,2025-04-18,I am stressed and struggling lately.,-0.06859233317507979,Disgust,0.6951932732223582,Medium Risk
P02591,2025-04-18,Feeling movie today.,0.9580270805867561,Happiness,0.29015584066473304,Low Risk
P04585,2025-04-18,Very friends and happy.,0.47049261732765024,Happiness,0.07157140462433435,Low Risk
P07975,2025-04-18,I am struggling and anxious lately.,-0.2356932107952524,Anger,0.5664703281359781,Medium Risk
P03027,2025-04-18,Today was really tired.,-0.37735834595317197,Anger,0.6503362644675088,Medium Risk
P00617,2025-04-18,Very working and happy.,0.7025904883706251,Happiness,0.11260847936597199,Low Risk
P07727,2025-04-18,Feeling going out today.,0.8803921508660508,Neutral,0.33328536726832136,Low Risk
P02548,2025-04-18,I am heavy and lonely lately.,-0.15241513047871813,Anger,0.656184538904363,Medium Risk
P09955,2025-04-18,Feeling good today.,0.7068728350224445,Neutral,0.08746572575323458,Low Risk
P07515,2025-04-18,I am heavy and tired lately.,0.17698284814648768,Fear,0.6948680204453157,Medium Risk
P00289,2025-04-18,I am dark and lonely lately.,0.007336740070132963,Disgust,0.5717283278300397,Medium Risk
P00505,2025-04-18,"I can't take this pointless anymore, it's hopeless and I want to pain.",-0.5160699825774848,Sadness,0.9347454773691813,High Risk
P09868,2025-04-18,Today was really overwhelmed.,-0.1196522900925926,Disgust,0.42705214707461375,Medium Risk
P04960,2025-04-18,Feeling fun today.,0.38953209517336734,Surprise,0.0635710200681611,Low Risk
P05644,2025-04-18,Very happy and working.,0.4874215326116478,Surprise,0.3126724831838479,Low Risk
P09109,2025-04-18,Feeling good today.,0.7240635842337961,Surprise,0.36022649412738167,Low Risk
P07528,2025-04-19,Everything is give up and I feel pointless.,-0.8796227925910964,Sadness,0.7418700451924964,High Risk
P05352,2025-04-19,Very sunny and fun.,0.5956019638367378,Surprise,0.01753880748438528,Low Risk
P02204,2025-04-19,Feeling movie today.,0.2846402875393119,Happiness,0.3090090367050178,Low Risk
P02107,2025-04-19,Feeling friends today.,0.5904835576811022,Neutral,0.28219866077384953,Low Risk
P08058,2025-04-19,Feeling okay today.,0.6416584831581056,Happiness,0.012225348503906552,Low Risk
P03223,2025-04-19,Very going out and friends.,0.4567051192293147,Neutral,0.11772869769249437,Low Risk
P08020,2025-04-19,Feeling fun today.,0.2482045156374061,Happiness,0.26054336202048217,Low Risk
P02819,2025-04-19,Feeling fun today.,0.9396982542740229,Happiness,0.24996898791538255,Low Risk
P08969,2025-04-19,Feeling going out today.,0.6551960115218327,Happiness,0.24838718464322757,Low Risk
P08089,2025-04-19,Feeling friends today.,0.47768980568665387,Neutral,0.24282396095643094,Low Risk
P07453,2025-04-19,Feeling okay today.,0.35465794951454116,Neutral,0.2230019905579233,Low Risk
P08973,2025-04-19,"I can't take this depressed anymore, it's no way out and I want to suffering.",-0.7441365262400059,Sadness,0.7031084641233337,High Risk
P06626,2025-04-19,I am feeling so pointless. I just want to pointless.,-0.8003997412741977,Fear,0.9996378552566615,High Risk
P03028,2025-04-19,Today was really struggling.,-0.07145365571994894,Sadness,0.49082427114136973,Medium Risk
P01806,2025-04-19,Today was really sad.,-0.4819127194459922,Fear,0.5572944815020363,Medium Risk
P04146,2025-04-19,Very movie and sunny.,0.4589729710582138,Happiness,0.20519153676573676,Low Risk
P00971,2025-04-19,"I can't take this no way out anymore, it's pain and I want to give up.",-0.9841281173135057,Fear,0.7692383961779595,High Risk
P09579,2025-04-19,Feeling happy today.,0.6026213759090104,Happiness,0.25051461380170875,Low Risk
P00838,2025-04-19,I am feeling so pain. I just want to pain.,-0.8046589445070305,Sadness,0.805887551035707,High Risk
P06764,2025-04-19,Very fun and friends.,0.679102430790693,Surprise,0.23061400030726356,Low Risk
P06400,2025-04-19,I am tired and stressed lately.,-0.4501611938601273,Sadness,0.5435676145241057,Medium Risk
P09287,2025-04-19,I am struggling and overwhelmed lately.,-0.4653615589975394,Anger,0.5972648598044943,Medium Risk
P09763,2025-04-19,"I can't take this suffering anymore, it's depressed and I want to hurt myself.",-0.7898087291861196,Sadness,0.7282132538503316,High Risk
P03972,2025-04-19,Very working and dinner.,0.822249714755134,Neutral,0.30721298170163297,Low Risk
P09443,2025-04-19,Very good and friends.,0.6785744734651283,Surprise,0.06343438043254838,Low Risk
P05470,2025-04-19,I am anxious and heavy lately.,-0.047472035697915416,Sadness,0.5982251664739895,Medium Risk
P05761,2025-04-19,I am anxious and overwhelmed lately.,-0.48938364977236903,Sadness,0.5796609931680524,Medium Risk
P08428,2025-04-19,Today was really stressed.,-0.1730328252123322,Anger,0.6979365670174373,Medium Risk
P00245,2025-04-20,I am dark and lonely lately.,-0.362720830214583,Fear,0.4059131613263093,Medium Risk
P04441,2025-04-20,I am anxious and heavy lately.,-0.039770041800692546,Sadness,0.47207366725599653,Medium Risk
P03470,2025-04-20,I am struggling and anxious lately.,-0.2379646924122823,Disgust,0.5364730434603528,Medium Risk
P09418,2025-04-20,Very okay and dinner.,0.6748160948358479,Surprise,0.35544951322843454,Low Risk
P01731,2025-04-20,I am overwhelmed and anxious lately.,0.19015391803744242,Anger,0.5064793602904049,Medium Risk
P07183,2025-04-20,Very working and friends.,0.6801221184588917,Happiness,0.33240151695113984,Low Risk
P03999,2025-04-20,Feeling sunny today.,0.9398978043467281,Happiness,0.2580330767867145,Low Risk
P03926,2025-04-20,Everything is no way out and I feel pointless.,-0.6687515634078608,Fear,0.8358359910086026,High Risk
P05717,2025-04-20,Feeling okay today.,0.8592832990841774,Happiness,0.276171902823837,Low Risk
P00198,2025-04-20,Very working and going out.,0.8081822879117493,Neutral,0.1892664804207569,Low Risk
P09500,2025-04-20,Today was really stressed.,-0.02629276548906362,Sadness,0.5689898428224246,Medium Risk
P07981,2025-04-20,Today was really sad.,-0.02151549547556486,Fear,0.4130801095956149,Medium Risk
P06777,2025-04-20,Feeling movie today.,0.28300014153642716,Neutral,0.08705012501981324,Low Risk
P01208,2025-04-20,Very working and sunny.,0.23869016883902472,Surprise,0.17646022089225297,Low Risk
P06070,2025-04-20,Very going out and friends.,0.6875734424851783,Surprise,0.3616841254427171,Low Risk
P02750,2025-04-20,Today was really tired.,-0.2928515557137982,Sadness,0.4601052554345218,Medium Risk
P09636,2025-04-20,Today was really anxious.,-0.39499729749076934,Disgust,0.6560362682228629,Medium Risk
P05662,2025-04-20,Very okay and working.,0.4466843513831612,Neutral,0.10654498507360738,Low Risk
P08482,2025-04-20,"I can't take this end it all anymore, it's suffering and I want to pain.",-0.9690764463995019,Fear,0.7151736055500212,High Risk
P09792,2025-04-20,Today was really overwhelmed.,-0.27654917654509825,Anger,0.6868862756002719,Medium Risk
P02385,2025-04-20,Very going out and working.,0.41440920041567786,Happiness,0.06912802058258093,Low Risk
P06062,2025-04-20,Everything is hopeless and I feel pain.,-0.8494901619864392,Fear,0.9333829908482277,High Risk
P06155,2025-04-20,Very happy and okay.,0.8452387481288464,Neutral,0.08984676658328078,Low Risk
P08808,2025-04-20,Feeling going out today.,0.3555589573788003,Happiness,0.3946908690544755,Low Risk
P06118,2025-04-20,Feeling okay today.,0.6454381581699264,Happiness,0.284980305884791,Low Risk
P04677,2025-04-21,Feeling friends today.,0.673125930319131,Surprise,0.30940273952037844,Low Risk
P06937,2025-04-21,Feeling going out today.,0.8227830152479061,Happiness,0.01666520017198483,Low Risk
P08745,2025-04-21,I am stressed and heavy lately.,-0.35796135909252713,Disgust,0.5667056628371852,Medium Risk
P05329,2025-04-21,Very okay and dinner.,0.5604432384791416,Neutral,0.2851012008239726,Low Risk
P02671,2025-04-21,Very friends and dinner.,0.4866315708991058,Neutral,0.3255316526371373,Low Risk
P01767,2025-04-21,Very dinner and working.,0.9747353044003264,Happiness,0.1832819221008864,Low Risk
P07005,2025-04-21,Feeling fun today.,0.7340592986800816,Surprise,0.2588140098268349,Low Risk
P05871,2025-04-21,Feeling dinner today.,0.29200968754602974,Surprise,0.3133056795159104,Low Risk
P08646,2025-04-21,Feeling going out today.,0.5631156476146209,Surprise,0.05426420520222375,Low Risk
P05333,2025-04-21,Everything is depressed and I feel end it all.,-0.5724944954981342,Fear,0.8286787177050752,High Risk
P00015,2025-04-21,Feeling happy today.,0.6783199830488682,Neutral,0.0353970008207678,Low Risk
P01408,2025-04-21,Today was really anxious.,-0.29848422535122343,Anger,0.6211397241869917,Medium Risk
P07096,2025-04-21,Very fun and going out.,0.6001798247484367,Surprise,0.15722927938592465,Low Risk
P03836,2025-04-21,Very sunny and friends.,0.9821341741592484,Surprise,0.35786704972560546,Low Risk
P05337,2025-04-21,I am sad and lonely lately.,-0.267605905603404,Anger,0.587813341139715,Medium Risk
P08671,2025-04-21,Feeling movie today.,0.8808100609739711,Surprise,0.03752670845767412,Low Risk
P09225,2025-04-21,Feeling okay today.,0.3766957040851642,Surprise,0.049591197744000004,Low Risk
P02046,2025-04-21,Feeling good today.,0.38735924783047215,Happiness,0.26190828544083533,Low Risk
P05887,2025-04-21,I am tired and stressed lately.,-0.10540060992646788,Disgust,0.4260413721143906,Medium Risk
P00222,2025-04-21,Feeling going out today.,0.2817701313801597,Happiness,0.3689997524709183,Low Risk
P05492,2025-04-21,Very friends and sunny.,0.7680181852001478,Surprise,0.09665517923095109,Low Risk
P02219,2025-04-21,I am tired and dark lately.,0.06330818861900167,Sadness,0.4633020075122578,Medium Risk
P09932,2025-04-21,I am tired and overwhelmed lately.,0.06861059510434864,Anger,0.5980672823663256,Medium Risk
P06006,2025-04-21,Very dinner and going out.,0.8758628999636653,Neutral,0.16988547067068788,Low Risk
P00995,2025-04-21,"I can't take this no way out anymore, it's suffering and I want to worthless.",-0.7386199292190652,Sadness,0.9224924355508126,High Risk
P07471,2025-04-21,Today was really lonely.,-0.20199166362512266,Disgust,0.40530794834103123,Medium Risk
P00722,2025-04-21,Feeling sunny today.,0.6420007739263114,Neutral,0.04798147720955597,Low Risk
P04864,2025-04-21,Feeling happy today.,0.346170458850627,Neutral,0.2726943808262443,Low Risk
P00648,2025-04-21,Today was really sad.,0.0766532689549062,Fear,0.6862099382755121,Medium Risk
P03453,2025-04-21,Very working and friends.,0.7720015751181506,Surprise,0.14666687114985325,Low Risk
P01234,2025-04-21,Very dinner and sunny.,0.5496412174737502,Neutral,0.13997514142828563,Low Risk
P05380,2025-04-21,Today was really struggling.,-0.398807402464462,Sadness,0.616644255622839,Medium Risk
P03166,2025-04-21,Very happy and fun.,0.9919137297918998,Neutral,0.14250121715952055,Low Risk
P08437,2025-04-21,I am anxious and stressed lately.,-0.030550606868070374,Disgust,0.5976528699896505,Medium Risk
P00337,2025-04-21,Today was really tired.,0.09794684212309612,Fear,0.6384428646249788,Medium Risk
P06238,2025-04-21,I am overwhelmed and struggling lately.,0.17481450607005966,Disgust,0.6789791988627111,Medium Risk
P04242,2025-04-21,Feeling dinner today.,0.7351613134085,Surprise,0.26145457796402,Low Risk
P01141,2025-04-21,"I can't take this suffering anymore, it's hopeless and I want to hurt myself.",-0.6843123369758746,Sadness,0.9018541400465634,High Risk
P09739,2025-04-22,Very movie and dinner.,0.7761288397216062,Surprise,0.055074452687976685,Low Risk
P01159,2025-04-22,Feeling good today.,0.380582179071302,Neutral,0.19201895092403426,Low Risk
P09740,2025-04-22,I am heavy and tired lately.,-0.15732222032338772,Anger,0.5140829662137161,Medium Risk
P05869,2025-04-22,Feeling happy today.,0.41298229360797367,Neutral,0.2591083953656019,Low Risk
P02683,2025-04-22,Feeling okay today.,0.6718675155518046,Happiness,0.21278227951327067,Low Risk
P04068,2025-04-22,Very happy and fun.,0.39698968096496756,Neutral,0.16359460149353378,Low Risk
P02739,2025-04-22,Feeling working today.,0.716761224889636,Surprise,0.2110254885427222,Low Risk
P04760,2025-04-22,Very dinner and sunny.,0.5089495552955716,Surprise,0.2464716326428031,Low Risk
P03398,2025-04-22,Today was really dark.,-0.4473094312974773,Sadness,0.5400145967211707,Medium Risk
P04090,2025-04-22,Feeling working today.,0.9904693253892478,Happiness,0.3730519862957439,Low Risk
P08596,2025-04-22,Very movie and happy.,0.7257168925441284,Surprise,0.33389925199685555,Low Risk
P03366,2025-04-22,Very movie and going out.,0.4414233785090212,Surprise,0.30357277944587263,Low Risk
P08570,2025-04-22,Everything is give up and I feel hopeless.,-0.6391652371497201,Sadness,0.9539918895317212,High Risk
P04779,2025-04-22,Feeling going out today.,0.2783506923062848,Neutral,0.3544076072174362,Low Risk
P06854,2025-04-22,Feeling movie today.,0.8005258899773684,Surprise,0.14704638658053307,Low Risk
P03910,2025-04-22,Feeling working today.,0.6398442074981558,Happiness,0.3521165052053721,Low Risk
P02056,2025-04-22,Very good and fun.,0.8500901112705375,Happiness,0.35801354354137477,Low Risk
P09591,2025-04-22,Feeling movie today.,0.7256254124047536,Neutral,0.3427390658411895,Low Risk
P04432,2025-04-22,"I can't take this end it all anymore, it's give up and I want to pointless.",-0.5321370754707929,Sadness,0.9315967210764072,High Risk
P09444,2025-04-22,Today was really sad.,-0.4150173048420184,Disgust,0.4347055060653915,Medium Risk
P02007,2025-04-22,Feeling happy today.,0.6525978452409167,Happiness,0.04046552460701647,Low Risk
P03087,2025-04-22,Feeling okay today.,0.7072616489668524,Surprise,0.3591054310076752,Low Risk
P01328,2025-04-22,Very dinner and okay.,0.2975036014251069,Surprise,0.1349322435383062,Low Risk
P01303,2025-04-22,Feeling sunny today.,0.4386179633872982,Happiness,0.05570162831388159,Low Risk
P07846,2025-04-22,Today was really struggling.,-0.3317481284579562,Anger,0.40311719981255084,Medium Risk
P05063,2025-04-22,Today was really tired.,-0.023875854061926216,Sadness,0.6321941788800731,Medium Risk
P02053,2025-04-22,Feeling friends today.,0.46033462454608626,Happiness,0.3579476802822079,Low Risk
P09256,2025-04-22,Feeling movie today.,0.6840995450846115,Neutral,0.16706123950603136,Low Risk
P02642,2025-04-22,Very friends and sunny.,0.64547553050765,Happiness,0.15118734225651367,Low Risk
P00525,2025-04-22,Feeling okay today.,0.7933696492103441,Neutral,0.3967239805397454,Low Risk
P09564,2025-04-22,Very sunny and dinner.,0.5966557191098274,Surprise,0.05656129743155991,Low Risk
P00952,2025-04-23,I am feeling so give up. I just want to give up.,-0.6178233067817863,Fear,0.9118475506357162,High Risk
P07059,2025-04-23,Very working and okay.,0.4873594365145665,Happiness,0.20826900576078416,Low Risk
P03338,2025-04-23,Very fun and good.,0.7759913848261795,Surprise,0.21147434147152788,Low Risk
P04121,2025-04-23,Today was really struggling.,-0.14462132275544093,Anger,0.6671507462043738,Medium Risk
P07922,2025-04-23,Very dinner and okay.,0.3227496233672483,Surprise,0.2705121830798171,Low Risk
P03112,2025-04-23,Feeling working today.,0.7916081865256519,Happiness,0.19522406250786517,Low Risk
P01756,2025-04-23,I am stressed and sad lately.,0.15338918891641828,Sadness,0.5685844329979718,Medium Risk
P02232,2025-04-23,Very fun and dinner.,0.3821060286555139,Neutral,0.322438699184299,Low Risk
P07562,2025-04-23,I am lonely and tired lately.,-0.2876491997844226,Sadness,0.4333077844635067,Medium Risk
P08008,2025-04-23,Today was really anxious.,0.07696887461582447,Sadness,0.6522826073475476,Medium Risk
P01790,2025-04-23,Feeling dinner today.,0.7663527325919959,Surprise,0.008414760984187452,Low Risk
P00363,2025-04-23,Today was really stressed.,0.15464127070962175,Disgust,0.6142260796397283,Medium Risk
P09909,2025-04-23,Very dinner and good.,0.589185685888769,Happiness,0.03608075223394236,Low Risk
P02585,2025-04-23,Very working and good.,0.7039364032490076,Surprise,0.3205667243634509,Low Risk
P00422,2025-04-23,Very going out and sunny.,0.917371431872098,Happiness,0.3592122195799948,Low Risk
P03695,2025-04-23,I am feeling so hurt myself. I just want to hurt myself.,-0.7175774488914242,Sadness,0.7703217233224777,High Risk
P00367,2025-04-23,Feeling sunny today.,0.7798612478992466,Neutral,0.26011767434938154,Low Risk
P02560,2025-04-23,Today was really heavy.,-0.009427426152924467,Anger,0.6375719615266711,Medium Risk
P02070,2025-04-23,Today was really dark.,-0.004436521309167718,Sadness,0.6281819744170185,Medium Risk
P07258,2025-04-23,Feeling okay today.,0.7924134396459637,Neutral,0.013714620642453391,Low Risk
P07658,2025-04-23,Feeling working today.,0.6898990525913877,Happiness,0.3080748604419299,Low Risk
P05873,2025-04-23,Very working and fun.,0.5599506342024446,Neutral,0.3897434398463555,Low Risk
P08478,2025-04-23,Feeling okay today.,0.5538394197036478,Happiness,0.13321490562189606,Low Risk
P03261,2025-04-23,Very sunny and fun.,0.3016450122861395,Surprise,0.05198817464752503,Low Risk
P08917,2025-04-23,Feeling friends today.,0.3521647852583259,Surprise,0.15197419026660983,Low Risk
P04969,2025-04-23,Very sunny and dinner.,0.45929701786585575,Happiness,0.1416882712137104,Low Risk
P05084,2025-04-23,Feeling friends today.,0.48209327978091,Surprise,0.16787796939983887,Low Risk
P07004,2025-04-23,Today was really tired.,-0.4949089129649859,Disgust,0.5115116833895769,Medium Risk
P02176,2025-04-23,Feeling friends today.,0.885383957204718,Neutral,0.07368795971854372,Low Risk
P04806,2025-04-23,Very friends and okay.,0.6873399035037266,Neutral,0.3270330751397344,Low Risk
P02813,2025-04-23,Feeling fun today.,0.27536829088999504,Neutral,0.396149683741855,Low Risk
P08229,2025-04-23,"I can't take this hopeless anymore, it's suffering and I want to hurt myself.",-0.571628758796371,Sadness,0.9152526857247938,High Risk
P08661,2025-04-23,Very friends and happy.,0.6706471078646615,Happiness,0.11092884041044547,Low Risk
P02809,2025-04-23,Very happy and okay.,0.36902803005595025,Surprise,0.13644108552098322,Low Risk
P07977,2025-04-24,Today was really struggling.,-0.48431468246444287,Disgust,0.5662561939412062,Medium Risk
P03276,2025-04-24,Today was really struggling.,-0.28632245962968983,Sadness,0.6144567922601227,Medium Risk
P02469,2025-04-24,Today was really overwhelmed.,-0.23850359977264357,Sadness,0.6452237365807332,Medium Risk
P05186,2025-04-24,Feeling sunny today.,0.957625117538742,Neutral,0.31912572902122394,Low Risk
P08031,2025-04-24,Today was really heavy.,-0.4823788092060729,Disgust,0.593898833649142,Medium Risk
P03496,2025-04-24,Feeling dinner today.,0.6381045211041421,Neutral,0.2014930981232937,Low Risk
P05861,2025-04-24,Feeling movie today.,0.6670698084018598,Surprise,0.3847005967351632,Low Risk
P09595,2025-04-24,I am tired and stressed lately.,0.05754655090711025,Disgust,0.43870378475027444,Medium Risk
P04646,2025-04-24,Very working and fun.,0.41270278830807827,Neutral,0.1190658023717257,Low Risk
P09648,2025-04-24,Very good and going out.,0.3444190625822363,Surprise,0.19564103270186692,Low Risk
P06384,2025-04-24,Today was really sad.,-0.45902100463494544,Sadness,0.4235553178635469,Medium Risk
P04534,2025-04-24,Feeling sunny today.,0.7201133877175714,Happiness,0.016439726141207256,Low Risk
P05762,2025-04-24,Feeling movie today.,0.9654608301994245,Happiness,0.36050703222337366,Low Risk
P02648,2025-04-24,Very friends and dinner.,0.42768821164814175,Surprise,0.18427398939285353,Low Risk
P00140,2025-04-24,Very working and okay.,0.4476220930290622,Happiness,0.27389246902155173,Low Risk
P04679,2025-04-24,Very okay and friends.,0.22978496140183344,Surprise,0.2963250366040093,Low Risk
P06065,2025-04-24,Feeling working today.,0.8333386884621399,Happiness,0.34176816375255786,Low Risk
P00840,2025-04-24,Very working and dinner.,0.39770524372911353,Happiness,0.11430332983708241,Low Risk
P06496,2025-04-24,Very happy and going out.,0.9733259498340237,Happiness,0.1950403285594824,Low Risk
P05638,2025-04-24,Feeling movie today.,0.9292392386441386,Neutral,0.2670625750919346,Low Risk
P04226,2025-04-24,I am anxious and sad lately.,-0.15824644856053305,Sadness,0.5845978046854511,Medium Risk
P00820,2025-04-24,Very happy and going out.,0.2820127712531796,Happiness,0.28339587899711893,Low Risk
P01558,2025-04-24,I am sad and dark lately.,-0.4600339634644394,Sadness,0.43757536932886243,Medium Risk
P02910,2025-04-24,Very okay and movie.,0.30576921825623976,Neutral,0.18470814655851162,Low Risk
P00890,2025-04-24,Today was really heavy.,-0.276973726065475,Sadness,0.5178192229814249,Medium Risk
P09215,2025-04-24,Feeling movie today.,0.6892122579137621,Happiness,0.2214589315467892,Low Risk
P01928,2025-04-24,I am overwhelmed and struggling lately.,-0.4625789011766273,Sadness,0.5425512598067885,Medium Risk
P05311,2025-04-24,Feeling happy today.,0.6766928428228773,Happiness,0.06015930904531213,Low Risk
P06492,2025-04-24,Today was really sad.,-0.1615781098790829,Fear,0.446517916423724,Medium Risk
P00595,2025-04-25,Today was really overwhelmed.,-0.23468101164663185,Fear,0.4562235832292747,Medium Risk
P06054,2025-04-25,Feeling happy today.,0.8090022020745866,Happiness,0.06443369876684461,Low Risk
P07583,2025-04-25,Very dinner and okay.,0.9631352686615848,Happiness,0.3245051398667711,Low Risk
P08249,2025-04-25,Very okay and going out.,0.5079082807498105,Surprise,0.07952827634030167,Low Risk
P03073,2025-04-25,Very okay and working.,0.5378336902686653,Happiness,0.14891186272396323,Low Risk
P09825,2025-04-25,Very friends and happy.,0.7890171479842572,Surprise,0.31415647000687086,Low Risk
P01825,2025-04-25,Very good and working.,0.7411777147939289,Surprise,0.2788052055737052,Low Risk
P03859,2025-04-25,I am heavy and dark lately.,-0.2109329727297588,Fear,0.5398570690466602,Medium Risk
P08738,2025-04-25,"I can't take this pain anymore, it's pointless and I want to depressed.",-0.8519715442842392,Fear,0.8963984885684148,High Risk
P01828,2025-04-25,Feeling fun today.,0.9360305312872421,Happiness,0.14819657482380572,Low Risk
P01282,2025-04-25,Feeling dinner today.,0.7132548533479957,Surprise,0.13569626446953453,Low Risk
P01266,2025-04-25,I am heavy and dark lately.,-0.31380161483513946,Fear,0.44613511165396486,Medium Risk
P09198,2025-04-25,Today was really stressed.,-0.17096418591941537,Disgust,0.4174946993027504,Medium Risk
P00616,2025-04-25,Feeling going out today.,0.2144052444803636,Neutral,0.24853779890141184,Low Risk
P07287,2025-04-25,I am stressed and anxious lately.,-0.2498833714143649,Disgust,0.641536007446213,Medium Risk
P03404,2025-04-25,Today was really struggling.,-0.4629189657677294,Anger,0.602206898318078,Medium Risk
P06837,2025-04-25,Everything is worthless and I feel hopeless.,-0.9212921577871331,Fear,0.8558767835002771,High Risk
P08582,2025-04-25,I am heavy and tired lately.,-0.29446230237745735,Sadness,0.5525823398011762,Medium Risk
P03342,2025-04-25,I am heavy and lonely lately.,-0.31502924423145134,Sadness,0.45236376505104897,Medium Risk
P02882,2025-04-25,Today was really overwhelmed.,0.1331317490969013,Sadness,0.4548771995263939,Medium Risk
P02507,2025-04-25,Feeling fun today.,0.27209090634731564,Surprise,0.04150988345389628,Low Risk
P09926,2025-04-25,Feeling dinner today.,0.9810998154863901,Happiness,0.29893720337741214,Low Risk
P06910,2025-04-25,Very sunny and okay.,0.9865011279852913,Surprise,0.3414417624053473,Low Risk
P05975,2025-04-25,Today was really stressed.,0.11822844324691295,Fear,0.4595981905513954,Medium Risk
P03685,2025-04-25,Feeling going out today.,0.4709117557491747,Neutral,0.3479196614368865,Low Risk
P00991,2025-04-25,Very happy and dinner.,0.4255352343237833,Surprise,0.1833725696525752,Low Risk
P02306,2025-04-26,Very good and happy.,0.2746382843813948,Happiness,0.30852925728674,Low Risk
P02633,2025-04-26,I am struggling and sad lately.,-0.17447527268852908,Disgust,0.43629993025361996,Medium Risk
P07947,2025-04-26,Very happy and sunny.,0.46398050274215347,Happiness,0.09955343060087816,Low Risk
P08209,2025-04-26,I am anxious and struggling lately.,0.020276334978815425,Sadness,0.5930263195892763,Medium Risk
P00745,2025-04-26,Very movie and dinner.,0.6633402042997778,Happiness,0.1149638385862319,Low Risk
P05464,2025-04-26,I am struggling and lonely lately.,-0.2680840119736233,Sadness,0.6087683954390136,Medium Risk
P09702,2025-04-26,Feeling good today.,0.9961638671186765,Happiness,0.18566194120208365,Low Risk
P07890,2025-04-26,Feeling dinner today.,0.9929584082553522,Happiness,0.07340047492142779,Low Risk
P01217,2025-04-26,Today was really lonely.,0.09836404515948294,Sadness,0.5449882854898975,Medium Risk
P06552,2025-04-26,Very good and fun.,0.9446659326539903,Happiness,0.20510499875957025,Low Risk
P04285,2025-04-26,Today was really sad.,-0.46506725536237126,Fear,0.4922118157612135,Medium Risk
P06577,2025-04-26,Today was really stressed.,-0.13923787102831647,Disgust,0.4860219068317885,Medium Risk
P05896,2025-04-26,Feeling fun today.,0.5501677171333914,Neutral,0.02366243821491172,Low Risk
P07964,2025-04-26,Very okay and dinner.,0.9344871760273137,Surprise,0.37851564055573345,Low Risk
P06920,2025-04-26,Very friends and okay.,0.5563886338030325,Happiness,0.307651560648712,Low Risk
P09654,2025-04-26,Feeling sunny today.,0.26960938064587414,Surprise,0.06259724563957603,Low Risk
P04326,2025-04-26,Very dinner and good.,0.3755325108455231,Happiness,0.07460873190675069,Low Risk
P08513,2025-04-26,Very sunny and fun.,0.6311067612296608,Neutral,0.221197308909731,Low Risk
P06124,2025-04-26,Very dinner and good.,0.5669792430644636,Surprise,0.3681786495583143,Low Risk
P07260,2025-04-26,I am lonely and stressed lately.,-0.04648387854138819,Disgust,0.4829583277345558,Medium Risk
P06093,2025-04-26,I am heavy and tired lately.,-0.016797329046491727,Disgust,0.42392711251630855,Medium Risk
P03883,2025-04-26,Very good and dinner.,0.7484614894523178,Happiness,0.20816350587303947,Low Risk
P02433,2025-04-26,Feeling movie today.,0.5845787651751786,Happiness,0.040411298596503414,Low Risk
P03884,2025-04-26,I am anxious and tired lately.,-0.11833499717209794,Anger,0.6232497287444827,Medium Risk
P07984,2025-04-26,Very working and okay.,0.4895751860285966,Surprise,0.10476339386977669,Low Risk
P05241,2025-04-26,Today was really dark.,0.19351270546304367,Anger,0.6008791649731285,Medium Risk
P02136,2025-04-27,Feeling friends today.,0.691922411653549,Neutral,0.0374629810429898,Low Risk
P02993,2025-04-27,Very going out and fun.,0.7586506591524482,Happiness,0.0008736378022228931,Low Risk
P04189,2025-04-27,Everything is end it all and I feel depressed.,-0.6588472685664695,Fear,0.9795365629153523,High Risk
P00275,2025-04-27,Very movie and dinner.,0.6786288466145237,Happiness,0.09856081329564273,Low Risk
P04738,2025-04-27,Today was really stressed.,-0.4782239910688087,Disgust,0.5304083542925103,Medium Risk
P03047,2025-04-27,Feeling good today.,0.5882978969636403,Neutral,0.3704633322103472,Low Risk
P07364,2025-04-27,"I can't take this suffering anymore, it's pain and I want to worthless.",-0.701777205246068,Fear,0.8774036147127205,High Risk
P03321,2025-04-27,I am heavy and anxious lately.,-0.3170988477642135,Anger,0.6773837596998915,Medium Risk
P08576,2025-04-27,Very friends and movie.,0.6014601455550466,Surprise,0.1882315649425484,Low Risk
P02876,2025-04-27,Feeling happy today.,0.5900787504396487,Happiness,0.2756918945451808,Low Risk
P09322,2025-04-27,I am feeling so no way out. I just want to no way out.,-0.8912863275695854,Sadness,0.9593504884880355,High Risk
P08082,2025-04-27,Very happy and working.,0.9693422357589632,Happiness,0.20803728861428292,Low Risk
P05502,2025-04-27,Feeling friends today.,0.5931825875347572,Happiness,0.029719415294373698,Low Risk
P04708,2025-04-27,Today was really struggling.,-0.16458145682319075,Sadness,0.630164785951804,Medium Risk
